Test Date,Borough,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,year,month
2021-10-25,Manhattan,103,168806,13849,8096975,2021,10
2021-10-26,Manhattan,139,168945,16952,8113927,2021,10
2021-10-27,Manhattan,235,169180,25964,8139891,2021,10
2021-10-28,Manhattan,141,169321,28544,8168435,2021,10
2021-10-29,Manhattan,183,169504,23833,8192268,2021,10
2021-10-30,Manhattan,161,169665,23024,8215292,2021,10
2021-10-31,Manhattan,115,169780,12489,8227781,2021,10
2021-11-01,Manhattan,105,169885,13607,8241388,2021,11
2021-11-02,Manhattan,120,170005,18060,8259448,2021,11
2021-11-03,Manhattan,188,170193,25749,8285197,2021,11
2021-11-04,Manhattan,191,170384,20756,8305953,2021,11
2021-11-05,Manhattan,258,170642,25100,8331053,2021,11
2021-11-06,Manhattan,217,170859,23387,8354440,2021,11
2021-11-07,Manhattan,157,171016,12254,8366694,2021,11
2021-11-08,Manhattan,157,171173,11745,8378439,2021,11
2021-11-09,Manhattan,221,171394,17479,8395918,2021,11
2021-11-10,Manhattan,259,171653,26972,8422890,2021,11
2021-11-11,Manhattan,257,171910,25040,8447930,2021,11
2021-11-12,Manhattan,311,172221,29241,8477171,2021,11
2021-11-13,Manhattan,195,172416,20025,8497196,2021,11
2021-11-14,Manhattan,213,172629,13738,8510934,2021,11
2021-11-15,Manhattan,174,172803,13522,8524456,2021,11
2021-11-16,Manhattan,251,173054,18448,8542904,2021,11
2021-11-17,Manhattan,298,173352,27601,8570505,2021,11
2021-11-18,Manhattan,326,173678,27438,8597943,2021,11
2021-11-19,Manhattan,333,174011,25956,8623899,2021,11
2021-11-20,Manhattan,350,174361,25331,8649230,2021,11
2021-11-21,Manhattan,259,174620,16399,8665629,2021,11
2021-11-22,Manhattan,264,174884,19459,8685088,2021,11
2021-11-23,Manhattan,287,175171,21920,8707008,2021,11
2021-11-24,Manhattan,329,175500,33060,8740068,2021,11
2021-11-25,Manhattan,271,175771,25564,8765632,2021,11
2021-11-26,Manhattan,211,175982,10077,8775709,2021,11
2021-11-27,Manhattan,322,176304,19034,8794743,2021,11
2021-11-28,Manhattan,229,176533,10728,8805471,2021,11
2021-11-29,Manhattan,265,176798,16744,8822215,2021,11
2021-11-30,Manhattan,369,177167,21323,8843538,2021,11
2021-12-01,Manhattan,510,177677,31626,8875164,2021,12
2021-12-02,Manhattan,393,178070,27890,8903054,2021,12
2020-03-01,Queens,0,0,0,0,2020,3
2020-03-02,Queens,0,0,0,0,2020,3
2020-03-03,Queens,0,0,2,2,2020,3
2020-03-04,Queens,0,0,0,2,2020,3
2020-03-05,Queens,1,1,6,8,2020,3
2020-03-06,Queens,1,2,10,18,2020,3
2020-03-07,Queens,0,2,14,32,2020,3
2020-03-08,Queens,1,3,13,45,2020,3
2020-03-09,Queens,0,3,15,60,2020,3
2020-03-10,Queens,4,7,18,78,2020,3
2020-03-11,Queens,5,12,44,122,2020,3
2020-03-12,Queens,15,27,74,196,2020,3
2020-03-13,Queens,30,57,154,350,2020,3
2020-03-14,Queens,18,75,110,460,2020,3
2020-03-15,Queens,49,124,198,658,2020,3
2020-03-16,Queens,38,162,136,794,2020,3
2020-03-17,Queens,123,285,371,1165,2020,3
2020-03-18,Queens,336,621,768,1933,2020,3
2020-03-19,Queens,519,1140,1179,3112,2020,3
2020-03-20,Queens,491,1631,1218,4330,2020,3
2020-03-21,Queens,843,2474,1927,6257,2020,3
2020-03-22,Queens,1152,3626,2048,8305,2020,3
2020-03-23,Queens,839,4465,1518,9823,2020,3
2020-03-24,Queens,1010,5475,1736,11559,2020,3
2020-03-25,Queens,1238,6713,2110,13669,2020,3
2020-03-26,Queens,1324,8037,2115,15784,2020,3
2020-03-27,Queens,1238,9275,2055,17839,2020,3
2020-03-28,Queens,1136,10411,1845,19684,2020,3
2020-03-29,Queens,1258,11669,1915,21599,2020,3
2020-03-30,Queens,2022,13691,3325,24924,2020,3
2020-03-31,Queens,1211,14902,1871,26795,2020,3
2020-04-01,Queens,1366,16268,2157,28952,2020,4
2020-04-02,Queens,1899,18167,3048,32000,2020,4
2020-04-03,Queens,1947,20114,3407,35407,2020,4
2020-04-04,Queens,1322,21436,2255,37662,2020,4
2020-04-05,Queens,1697,23133,2730,40392,2020,4
2020-04-06,Queens,1707,24840,2864,43256,2020,4
2020-04-07,Queens,1408,26248,2884,46140,2020,4
2020-04-08,Queens,1504,27752,2831,48971,2020,4
2020-04-09,Queens,1551,29303,2941,51912,2020,4
2020-04-10,Queens,1988,31291,3803,55715,2020,4
2020-04-11,Queens,1544,32835,3219,58934,2020,4
2020-04-12,Queens,1150,33985,2481,61415,2020,4
2020-04-13,Queens,1068,35053,2430,63845,2020,4
2020-04-14,Queens,1712,36765,3674,67519,2020,4
2020-04-15,Queens,1153,37918,3144,70663,2020,4
2020-04-16,Queens,1173,39091,3056,73719,2020,4
2020-04-17,Queens,1125,40216,3347,77066,2020,4
2020-04-18,Queens,1021,41237,3338,80404,2020,4
2020-04-19,Queens,786,42023,2428,82832,2020,4
2020-04-20,Queens,799,42822,2498,85330,2020,4
2020-04-21,Queens,891,43713,3058,88388,2020,4
2020-04-22,Queens,1191,44904,4142,92530,2020,4
2020-04-23,Queens,1483,46387,5468,97998,2020,4
2020-04-24,Queens,1474,47861,5296,103294,2020,4
2020-04-25,Queens,884,48745,3676,106970,2020,4
2020-04-26,Queens,654,49399,2829,109799,2020,4
2020-04-27,Queens,530,49929,2628,112427,2020,4
2020-04-28,Queens,812,50741,4061,116488,2020,4
2020-04-29,Queens,890,51631,4201,120689,2020,4
2020-04-30,Queens,643,52274,3689,124378,2020,4
2020-05-01,Queens,765,53039,4517,128895,2020,5
2020-05-02,Queens,601,53640,3755,132650,2020,5
2020-05-03,Queens,450,54090,2696,135346,2020,5
2020-05-04,Queens,358,54448,2633,137979,2020,5
2020-05-05,Queens,432,54880,3591,141570,2020,5
2020-05-06,Queens,570,55450,4505,146075,2020,5
2020-05-07,Queens,494,55944,3992,150067,2020,5
2020-05-08,Queens,549,56493,4596,154663,2020,5
2020-05-09,Queens,369,56862,3416,158079,2020,5
2020-05-10,Queens,318,57180,2937,161016,2020,5
2020-05-11,Queens,211,57391,2552,163568,2020,5
2020-05-12,Queens,357,57748,3829,167397,2020,5
2020-05-13,Queens,336,58084,4439,171836,2020,5
2020-05-14,Queens,432,58516,4879,176715,2020,5
2020-05-15,Queens,325,58841,4644,181359,2020,5
2020-05-16,Queens,291,59132,4209,185568,2020,5
2020-05-17,Queens,192,59324,3226,188794,2020,5
2020-05-18,Queens,184,59508,3363,192157,2020,5
2020-05-19,Queens,244,59752,4581,196738,2020,5
2020-05-20,Queens,273,60025,5151,201889,2020,5
2020-05-21,Queens,211,60236,5181,207070,2020,5
2020-05-22,Queens,186,60422,5388,212458,2020,5
2020-05-23,Queens,214,60636,5270,217728,2020,5
2020-05-24,Queens,192,60828,4448,222176,2020,5
2020-05-25,Queens,132,60960,3789,225965,2020,5
2020-05-26,Queens,165,61125,4201,230166,2020,5
2020-05-27,Queens,275,61400,9126,239292,2020,5
2020-05-28,Queens,244,61644,8480,247772,2020,5
2020-05-29,Queens,183,61827,7088,254860,2020,5
2020-05-30,Queens,148,61975,6226,261086,2020,5
2020-05-31,Queens,119,62094,5906,266992,2020,5
2020-06-01,Queens,199,62293,7231,274223,2020,6
2020-06-02,Queens,132,62425,6319,280542,2020,6
2020-06-03,Queens,117,62542,6451,286993,2020,6
2020-06-04,Queens,150,62692,6695,293688,2020,6
2020-06-05,Queens,158,62850,7672,301360,2020,6
2020-06-06,Queens,113,62963,6497,307857,2020,6
2020-06-07,Queens,134,63097,6514,314371,2020,6
2020-06-08,Queens,97,63194,5227,319598,2020,6
2020-06-09,Queens,132,63326,7770,327368,2020,6
2020-06-10,Queens,106,63432,6796,334164,2020,6
2020-06-11,Queens,141,63573,7566,341730,2020,6
2020-06-12,Queens,154,63727,7817,349547,2020,6
2020-06-13,Queens,95,63822,6737,356284,2020,6
2020-06-14,Queens,110,63932,7488,363772,2020,6
2020-06-15,Queens,110,64042,7036,370808,2020,6
2020-06-16,Queens,134,64176,8317,379125,2020,6
2020-06-17,Queens,92,64268,8696,387821,2020,6
2020-06-18,Queens,112,64380,9082,396903,2020,6
2020-06-19,Queens,106,64486,9753,406656,2020,6
2020-06-20,Queens,135,64621,9115,415771,2020,6
2020-06-21,Queens,91,64712,8237,424008,2020,6
2020-06-22,Queens,85,64797,6537,430545,2020,6
2020-06-23,Queens,84,64881,6683,437228,2020,6
2020-06-24,Queens,106,64987,7723,444951,2020,6
2020-06-25,Queens,102,65089,6943,451894,2020,6
2020-06-26,Queens,86,65175,9718,461612,2020,6
2020-06-27,Queens,101,65276,7681,469293,2020,6
2020-06-28,Queens,49,65325,4737,474030,2020,6
2020-06-29,Queens,66,65391,5589,479619,2020,6
2020-06-30,Queens,64,65455,6065,485684,2020,6
2020-07-01,Queens,113,65568,8286,493970,2020,7
2020-07-02,Queens,137,65705,8116,502086,2020,7
2020-07-03,Queens,95,65800,7211,509297,2020,7
2020-07-04,Queens,76,65876,7211,516508,2020,7
2020-07-05,Queens,52,65928,5745,522253,2020,7
2020-07-06,Queens,96,66024,6329,528582,2020,7
2020-07-07,Queens,75,66099,6297,534879,2020,7
2020-07-08,Queens,75,66174,7104,541983,2020,7
2020-07-09,Queens,67,66241,7807,549790,2020,7
2020-07-10,Queens,82,66323,7981,557771,2020,7
2020-07-11,Queens,87,66410,6788,564559,2020,7
2020-07-12,Queens,56,66466,5880,570439,2020,7
2020-07-13,Queens,78,66544,5537,575976,2020,7
2020-07-14,Queens,99,66643,7205,583181,2020,7
2020-07-15,Queens,92,66735,8387,591568,2020,7
2020-07-16,Queens,94,66829,8943,600511,2020,7
2020-07-17,Queens,92,66921,6870,607381,2020,7
2020-07-18,Queens,86,67007,5405,612786,2020,7
2020-07-19,Queens,72,67079,5736,618522,2020,7
2020-07-20,Queens,115,67194,7288,625810,2020,7
2020-07-21,Queens,71,67265,7508,633318,2020,7
2020-07-22,Queens,109,67374,7517,640835,2020,7
2020-07-23,Queens,84,67458,8063,648898,2020,7
2020-07-24,Queens,74,67532,7012,655910,2020,7
2020-07-25,Queens,63,67595,4878,660788,2020,7
2020-07-26,Queens,84,67679,6560,667348,2020,7
2020-07-27,Queens,60,67739,5574,672922,2020,7
2020-07-28,Queens,81,67820,7112,680034,2020,7
2020-07-29,Queens,74,67894,6889,686923,2020,7
2020-07-30,Queens,74,67968,7561,694484,2020,7
2020-07-31,Queens,73,68041,9722,704206,2020,7
2020-08-01,Queens,60,68101,6641,710847,2020,8
2020-08-02,Queens,65,68166,6268,717115,2020,8
2020-08-03,Queens,59,68225,7005,724120,2020,8
2020-08-04,Queens,72,68297,7698,731818,2020,8
2020-08-05,Queens,71,68368,7812,739630,2020,8
2020-08-06,Queens,84,68452,7539,747169,2020,8
2020-08-07,Queens,96,68548,9235,756404,2020,8
2020-08-08,Queens,56,68604,7162,763566,2020,8
2020-08-09,Queens,66,68670,6807,770373,2020,8
2020-08-10,Queens,63,68733,7556,777929,2020,8
2020-08-11,Queens,96,68829,11290,789219,2020,8
2020-08-12,Queens,96,68925,10584,799803,2020,8
2020-08-13,Queens,98,69023,9426,809229,2020,8
2020-08-14,Queens,75,69098,9481,818710,2020,8
2020-08-15,Queens,76,69174,8964,827674,2020,8
2020-08-16,Queens,71,69245,6531,834205,2020,8
2020-08-17,Queens,63,69308,7562,841767,2020,8
2020-08-18,Queens,76,69384,8697,850464,2020,8
2020-08-19,Queens,67,69451,7919,858383,2020,8
2020-08-20,Queens,87,69538,9593,867976,2020,8
2020-08-21,Queens,85,69623,9862,877838,2020,8
2020-08-22,Queens,71,69694,8018,885856,2020,8
2020-08-23,Queens,51,69745,6730,892586,2020,8
2020-08-24,Queens,60,69805,7615,900201,2020,8
2020-08-25,Queens,65,69870,7377,907578,2020,8
2020-08-26,Queens,90,69960,9322,916900,2020,8
2020-08-27,Queens,74,70034,10803,927703,2020,8
2020-08-28,Queens,64,70098,9345,937048,2020,8
2020-08-29,Queens,64,70162,9956,947004,2020,8
2020-08-30,Queens,60,70222,7758,954762,2020,8
2020-08-31,Queens,66,70288,7895,962657,2020,8
2020-09-01,Queens,56,70344,8305,970962,2020,9
2020-09-02,Queens,69,70413,8540,979502,2020,9
2020-09-03,Queens,83,70496,10286,989788,2020,9
2020-09-04,Queens,53,70549,9134,998922,2020,9
2020-09-05,Queens,76,70625,10158,1009080,2020,9
2020-09-06,Queens,50,70675,6321,1015401,2020,9
2020-09-07,Queens,91,70766,6495,1021896,2020,9
2020-09-08,Queens,58,70824,7078,1028974,2020,9
2020-09-09,Queens,93,70917,8086,1037060,2020,9
2020-09-10,Queens,61,70978,8437,1045497,2020,9
2020-09-11,Queens,62,71040,10532,1056029,2020,9
2020-09-12,Queens,71,71111,7349,1063378,2020,9
2020-09-13,Queens,69,71180,6247,1069625,2020,9
2020-09-14,Queens,74,71254,6868,1076493,2020,9
2020-09-15,Queens,55,71309,6732,1083225,2020,9
2020-09-16,Queens,83,71392,8034,1091259,2020,9
2020-09-17,Queens,82,71474,9319,1100578,2020,9
2020-09-18,Queens,103,71577,12199,1112777,2020,9
2020-09-19,Queens,105,71682,11181,1123958,2020,9
2020-09-20,Queens,70,71752,6174,1130132,2020,9
2020-09-21,Queens,66,71818,8528,1138660,2020,9
2020-09-22,Queens,63,71881,5881,1144541,2020,9
2020-09-23,Queens,97,71978,9524,1154065,2020,9
2020-09-24,Queens,73,72051,9253,1163318,2020,9
2020-09-25,Queens,91,72142,9255,1172573,2020,9
2020-09-26,Queens,91,72233,7316,1179889,2020,9
2020-09-27,Queens,90,72323,5591,1185480,2020,9
2020-09-28,Queens,142,72465,9734,1195214,2020,9
2020-09-29,Queens,91,72556,7756,1202970,2020,9
2020-09-30,Queens,136,72692,10673,1213643,2020,9
2020-10-01,Queens,171,72863,9883,1223526,2020,10
2020-10-02,Queens,149,73012,12449,1235975,2020,10
2020-10-03,Queens,119,73131,8946,1244921,2020,10
2020-10-04,Queens,114,73245,6926,1251847,2020,10
2020-10-05,Queens,138,73383,10477,1262324,2020,10
2020-10-06,Queens,154,73537,9125,1271449,2020,10
2020-10-07,Queens,205,73742,16090,1287539,2020,10
2020-10-08,Queens,147,73889,12861,1300400,2020,10
2020-10-09,Queens,140,74029,11706,1312106,2020,10
2020-10-10,Queens,121,74150,10479,1322585,2020,10
2020-10-11,Queens,115,74265,8192,1330777,2020,10
2020-10-12,Queens,139,74404,10358,1341135,2020,10
2020-10-13,Queens,106,74510,9123,1350258,2020,10
2020-10-14,Queens,122,74632,12286,1362544,2020,10
2020-10-15,Queens,166,74798,14007,1376551,2020,10
2020-10-16,Queens,200,74998,15397,1391948,2020,10
2020-10-17,Queens,111,75109,12025,1403973,2020,10
2020-10-18,Queens,127,75236,7700,1411673,2020,10
2020-10-19,Queens,108,75344,7980,1419653,2020,10
2020-10-20,Queens,199,75543,11487,1431140,2020,10
2020-10-21,Queens,155,75698,11723,1442863,2020,10
2020-10-22,Queens,155,75853,14182,1457045,2020,10
2020-10-23,Queens,204,76057,14656,1471701,2020,10
2020-10-24,Queens,163,76220,11488,1483189,2020,10
2020-10-25,Queens,96,76316,7857,1491046,2020,10
2020-10-26,Queens,207,76523,9832,1500878,2020,10
2020-10-27,Queens,173,76696,11638,1512516,2020,10
2020-10-28,Queens,284,76980,16839,1529355,2020,10
2020-10-29,Queens,233,77213,14012,1543367,2020,10
2020-10-30,Queens,194,77407,12985,1556352,2020,10
2020-10-31,Queens,242,77649,14087,1570439,2020,10
2020-11-01,Queens,185,77834,10316,1580755,2020,11
2020-11-02,Queens,179,78013,11616,1592371,2020,11
2020-11-03,Queens,174,78187,14754,1607125,2020,11
2020-11-04,Queens,253,78440,16122,1623247,2020,11
2020-11-05,Queens,297,78737,15147,1638394,2020,11
2020-11-06,Queens,306,79043,14315,1652709,2020,11
2020-11-07,Queens,361,79404,15509,1668218,2020,11
2020-11-08,Queens,298,79702,10970,1679188,2020,11
2020-11-09,Queens,338,80040,10461,1689649,2020,11
2020-11-10,Queens,515,80555,15355,1705004,2020,11
2020-11-11,Queens,454,81009,16285,1721289,2020,11
2020-11-12,Queens,477,81486,17329,1738618,2020,11
2020-11-13,Queens,485,81971,16970,1755588,2020,11
2020-11-14,Queens,385,82356,15490,1771078,2020,11
2020-11-15,Queens,419,82775,12697,1783775,2020,11
2020-11-16,Queens,536,83311,17353,1801128,2020,11
2020-11-17,Queens,498,83809,14949,1816077,2020,11
2020-11-18,Queens,460,84269,18566,1834643,2020,11
2020-11-19,Queens,574,84843,21159,1855802,2020,11
2020-11-20,Queens,441,85284,18628,1874430,2020,11
2020-11-21,Queens,493,85777,16852,1891282,2020,11
2020-11-22,Queens,469,86246,15986,1907268,2020,11
2020-11-23,Queens,438,86684,16910,1924178,2020,11
2020-11-24,Queens,511,87195,16927,1941105,2020,11
2020-11-25,Queens,623,87818,20404,1961509,2020,11
2020-11-26,Queens,678,88496,20783,1982292,2020,11
2020-11-27,Queens,551,89047,17863,2000155,2020,11
2020-11-28,Queens,634,89681,18133,2018288,2020,11
2020-11-29,Queens,717,90398,17118,2035406,2020,11
2020-11-30,Queens,658,91056,16265,2051671,2020,11
2020-12-01,Queens,899,91955,17244,2068915,2020,12
2020-12-02,Queens,858,92813,19919,2088834,2020,12
2020-12-03,Queens,910,93723,19388,2108222,2020,12
2020-12-04,Queens,861,94584,19894,2128116,2020,12
2020-12-05,Queens,862,95446,20438,2148554,2020,12
2020-12-06,Queens,821,96267,16095,2164649,2020,12
2020-12-07,Queens,880,97147,19098,2183747,2020,12
2020-12-08,Queens,1147,98294,24140,2207887,2020,12
2020-12-09,Queens,1022,99316,21862,2229749,2020,12
2020-12-10,Queens,949,100265,21229,2250978,2020,12
2020-12-11,Queens,1184,101449,29157,2280135,2020,12
2020-12-12,Queens,1061,102510,23023,2303158,2020,12
2020-12-13,Queens,925,103435,16524,2319682,2020,12
2020-12-14,Queens,1233,104668,25250,2344932,2020,12
2020-12-15,Queens,1072,105740,18899,2363831,2020,12
2020-12-16,Queens,1024,106764,20800,2384631,2020,12
2020-12-17,Queens,1348,108112,31220,2415851,2020,12
2020-12-18,Queens,944,109056,22599,2438450,2020,12
2020-12-19,Queens,927,109983,19593,2458043,2020,12
2020-12-20,Queens,938,110921,16566,2474609,2020,12
2020-12-21,Queens,983,111904,16925,2491534,2020,12
2020-12-22,Queens,1310,113214,23417,2514951,2020,12
2020-12-23,Queens,1366,114580,24341,2539292,2020,12
2020-12-24,Queens,1180,115760,22318,2561610,2020,12
2020-12-25,Queens,1175,116935,23528,2585138,2020,12
2020-12-26,Queens,906,117841,15330,2600468,2020,12
2020-12-27,Queens,1115,118956,15666,2616134,2020,12
2020-12-28,Queens,1421,120377,20710,2636844,2020,12
2020-12-29,Queens,1404,121781,17083,2653927,2020,12
2020-12-30,Queens,1752,123533,22025,2675952,2020,12
2020-12-31,Queens,1574,125107,22581,2698533,2020,12
2021-01-01,Queens,1506,126613,22553,2721086,2021,1
2021-01-02,Queens,1130,127743,17515,2738601,2021,1
2021-01-03,Queens,1196,128939,15757,2754358,2021,1
2021-01-04,Queens,1422,130361,17676,2772034,2021,1
2021-01-05,Queens,1713,132074,22346,2794380,2021,1
2021-01-06,Queens,1819,133893,25632,2820012,2021,1
2021-01-07,Queens,1835,135728,26072,2846084,2021,1
2021-01-08,Queens,1840,137568,28361,2874445,2021,1
2021-01-09,Queens,1549,139117,26580,2901025,2021,1
2021-01-10,Queens,1537,140654,25001,2926026,2021,1
2021-01-11,Queens,1830,142484,23615,2949641,2021,1
2021-01-12,Queens,1742,144226,23892,2973533,2021,1
2021-01-13,Queens,1537,145763,25256,2998789,2021,1
2021-01-14,Queens,2265,148028,37559,3036348,2021,1
2021-01-15,Queens,1788,149816,32470,3068818,2021,1
2021-01-16,Queens,1684,151500,29938,3098756,2021,1
2021-01-17,Queens,1519,153019,24078,3122834,2021,1
2021-01-18,Queens,1669,154688,25044,3147878,2021,1
2021-01-19,Queens,2722,157410,33457,3181335,2021,1
2021-01-20,Queens,1455,158865,23754,3205089,2021,1
2021-01-21,Queens,1798,160663,30448,3235537,2021,1
2021-01-22,Queens,1792,162455,31137,3266674,2021,1
2021-01-23,Queens,1764,164219,32177,3298851,2021,1
2021-01-24,Queens,1591,165810,32393,3331244,2021,1
2021-01-25,Queens,1532,167342,20091,3351335,2021,1
2021-01-26,Queens,1442,168784,23996,3375331,2021,1
2021-01-27,Queens,1770,170554,30534,3405865,2021,1
2021-01-28,Queens,1632,172186,30558,3436423,2021,1
2021-01-29,Queens,1810,173996,32427,3468850,2021,1
2021-01-30,Queens,1390,175386,30703,3499553,2021,1
2021-01-31,Queens,1198,176584,24549,3524102,2021,1
2021-02-01,Queens,1263,177847,19928,3544030,2021,2
2021-02-02,Queens,725,178572,13885,3557915,2021,2
2021-02-03,Queens,777,179349,15200,3573115,2021,2
2021-02-04,Queens,1051,180400,19311,3592426,2021,2
2021-02-05,Queens,1584,181984,28264,3620690,2021,2
2021-02-06,Queens,1433,183417,27829,3648519,2021,2
2021-02-07,Queens,1306,184723,26167,3674686,2021,2
2021-02-08,Queens,1259,185982,20671,3695357,2021,2
2021-02-09,Queens,834,186816,16939,3712296,2021,2
2021-02-10,Queens,1339,188155,30426,3742722,2021,2
2021-02-11,Queens,1200,189355,26675,3769397,2021,2
2021-02-12,Queens,1200,190555,27284,3796681,2021,2
2021-02-13,Queens,1198,191753,27311,3823992,2021,2
2021-02-14,Queens,1044,192797,21102,3845094,2021,2
2021-02-15,Queens,1132,193929,19612,3864706,2021,2
2021-02-16,Queens,886,194815,15540,3880246,2021,2
2021-02-17,Queens,1000,195815,23426,3903672,2021,2
2021-02-18,Queens,1313,197128,26336,3930008,2021,2
2021-02-19,Queens,1133,198261,24943,3954951,2021,2
2021-02-20,Queens,953,199214,18857,3973808,2021,2
2021-02-21,Queens,1000,200214,18488,3992296,2021,2
2021-02-22,Queens,1060,201274,17997,4010293,2021,2
2021-02-23,Queens,898,202172,21579,4031872,2021,2
2021-02-24,Queens,1109,203281,27899,4059771,2021,2
2021-02-25,Queens,1111,204392,27222,4086993,2021,2
2021-02-26,Queens,1264,205656,32536,4119529,2021,2
2021-02-27,Queens,1068,206724,27767,4147296,2021,2
2021-02-28,Queens,1021,207745,23296,4170592,2021,2
2021-03-01,Queens,911,208656,15304,4185896,2021,3
2021-03-02,Queens,1167,209823,24055,4209951,2021,3
2021-03-03,Queens,1148,210971,28299,4238250,2021,3
2021-03-04,Queens,1300,212271,35818,4274068,2021,3
2021-03-05,Queens,1014,213285,27588,4301656,2021,3
2021-03-06,Queens,1020,214305,23391,4325047,2021,3
2021-03-07,Queens,877,215182,17996,4343043,2021,3
2021-03-08,Queens,1171,216353,23638,4366681,2021,3
2021-03-09,Queens,971,217324,20030,4386711,2021,3
2021-03-10,Queens,979,218303,24575,4411286,2021,3
2021-03-11,Queens,1404,219707,31029,4442315,2021,3
2021-03-12,Queens,977,220684,22629,4464944,2021,3
2021-03-13,Queens,1036,221720,19954,4484898,2021,3
2021-03-14,Queens,961,222681,16534,4501432,2021,3
2021-03-15,Queens,1102,223783,16165,4517597,2021,3
2021-03-16,Queens,1506,225289,35602,4553199,2021,3
2021-03-17,Queens,1201,226490,28224,4581423,2021,3
2021-03-18,Queens,1396,227886,29638,4611061,2021,3
2021-03-19,Queens,1098,228984,26665,4637726,2021,3
2021-03-20,Queens,1211,230195,26692,4664418,2021,3
2021-03-21,Queens,1217,231412,19779,4684197,2021,3
2021-03-22,Queens,1041,232453,16199,4700396,2021,3
2021-03-23,Queens,1097,233550,21525,4721921,2021,3
2021-03-24,Queens,1182,234732,27841,4749762,2021,3
2021-03-25,Queens,1276,236008,28073,4777835,2021,3
2021-03-26,Queens,1167,237175,25326,4803161,2021,3
2021-03-27,Queens,1661,238836,31827,4834988,2021,3
2021-03-28,Queens,1210,240046,25140,4860128,2021,3
2021-03-29,Queens,865,240911,15666,4875794,2021,3
2021-03-30,Queens,1273,242184,22926,4898720,2021,3
2021-03-31,Queens,1235,243419,25091,4923811,2021,3
2021-04-01,Queens,1111,244530,25668,4949479,2021,4
2021-04-02,Queens,1064,245594,23145,4972624,2021,4
2021-04-03,Queens,1061,246655,24049,4996673,2021,4
2021-04-04,Queens,1024,247679,19204,5015877,2021,4
2021-04-05,Queens,853,248532,16372,5032249,2021,4
2021-04-06,Queens,982,249514,22402,5054651,2021,4
2021-04-07,Queens,1150,250664,30131,5084782,2021,4
2021-04-08,Queens,1260,251924,32304,5117086,2021,4
2021-04-09,Queens,927,252851,28586,5145672,2021,4
2021-04-10,Queens,934,253785,25301,5170973,2021,4
2021-04-11,Queens,691,254476,17923,5188896,2021,4
2021-04-12,Queens,756,255232,13640,5202536,2021,4
2021-04-13,Queens,744,255976,21264,5223800,2021,4
2021-04-14,Queens,849,256825,24861,5248661,2021,4
2021-04-15,Queens,913,257738,29158,5277819,2021,4
2021-04-16,Queens,1123,258861,37299,5315118,2021,4
2021-04-17,Queens,770,259631,25486,5340604,2021,4
2021-04-18,Queens,656,260287,18976,5359580,2021,4
2021-04-19,Queens,512,260799,12992,5372572,2021,4
2021-04-20,Queens,591,261390,20194,5392766,2021,4
2021-04-21,Queens,623,262013,27106,5419872,2021,4
2021-04-22,Queens,551,262564,25515,5445387,2021,4
2021-04-23,Queens,497,263061,24959,5470346,2021,4
2021-04-24,Queens,511,263572,25135,5495481,2021,4
2021-04-25,Queens,430,264002,17981,5513462,2021,4
2021-04-26,Queens,321,264323,11400,5524862,2021,4
2021-04-27,Queens,363,264686,17628,5542490,2021,4
2021-04-28,Queens,419,265105,26180,5568670,2021,4
2021-04-29,Queens,470,265575,26053,5594723,2021,4
2021-04-30,Queens,396,265971,25485,5620208,2021,4
2021-05-01,Queens,344,266315,20996,5641204,2021,5
2021-05-02,Queens,283,266598,16235,5657439,2021,5
2021-05-03,Queens,238,266836,10481,5667920,2021,5
2021-05-04,Queens,285,267121,19763,5687683,2021,5
2021-05-05,Queens,293,267414,21807,5709490,2021,5
2021-05-06,Queens,238,267652,22261,5731751,2021,5
2021-05-07,Queens,330,267982,26508,5758259,2021,5
2021-05-08,Queens,242,268224,20755,5779014,2021,5
2021-05-09,Queens,199,268423,15455,5794469,2021,5
2021-05-10,Queens,195,268618,10202,5804671,2021,5
2021-05-11,Queens,179,268797,17662,5822333,2021,5
2021-05-12,Queens,242,269039,24020,5846353,2021,5
2021-05-13,Queens,216,269255,25171,5871524,2021,5
2021-05-14,Queens,196,269451,21917,5893441,2021,5
2021-05-15,Queens,183,269634,18486,5911927,2021,5
2021-05-16,Queens,153,269787,15175,5927102,2021,5
2021-05-17,Queens,136,269923,11201,5938303,2021,5
2021-05-18,Queens,124,270047,16567,5954870,2021,5
2021-05-19,Queens,139,270186,21970,5976840,2021,5
2021-05-20,Queens,143,270329,21166,5998006,2021,5
2021-05-21,Queens,131,270460,21559,6019565,2021,5
2021-05-22,Queens,118,270578,18665,6038230,2021,5
2021-05-23,Queens,91,270669,13339,6051569,2021,5
2021-05-24,Queens,98,270767,9429,6060998,2021,5
2021-05-25,Queens,96,270863,15851,6076849,2021,5
2021-05-26,Queens,122,270985,21471,6098320,2021,5
2021-05-27,Queens,98,271083,20195,6118515,2021,5
2021-05-28,Queens,102,271185,19189,6137704,2021,5
2021-05-29,Queens,62,271247,17158,6154862,2021,5
2021-05-30,Queens,70,271317,11629,6166491,2021,5
2021-05-31,Queens,38,271355,6837,6173328,2021,5
2021-06-01,Queens,50,271405,7868,6181196,2021,6
2021-06-02,Queens,77,271482,15266,6196462,2021,6
2021-06-03,Queens,85,271567,24476,6220938,2021,6
